queryId,groundTruthEntityIds,firstName,lastName,groundTruthFullName,searchPhrase
S-LAT-SLAV32-001,36763,Oleg Aleksandrovich,ALEKSEEV,Oleg Aleksandrovich ALEKSEEV,ALEKSEEV Oleg
S-LAT-SLAV32-002,44540,Ina Vladimirovna,ALEKSINA,Ina Vladimirovna ALEKSINA,ALEKSINA Ina
S-LAT-SLAV32-003,32745,Alexey Alexandrovich,ALEXANDROV,Alexey Alexandrovich ALEXANDROV,ALEXANDROV Alexey
S-LAT-SLAV32-004,37844,Tatiana Vladimirovna,ARTYAKOVA,Tatiana Vladimirovna ARTYAKOVA,ARTYAKOVA Tatiana
S-LAT-SLAV32-005,30517,Alyaksandr Vyachaslavavich,ASTREIKA,Alyaksandr Vyachaslavavich ASTREIKA,ASTREIKA Alyaksandr
S-LAT-SLAV32-006,50216,Oleg Fedorovich,BARABANOV,Oleg Fedorovich BARABANOV,BARABANOV Oleg
S-LAT-SLAV32-007,42196,Aleksei Vladimirovich,BASHKIROV,Aleksei Vladimirovich BASHKIROV,BASHKIROV Aleksei
S-LAT-SLAV32-008,35226,Aleksandr Dmitrievich,BEGLOV,Aleksandr Dmitrievich BEGLOV,BEGLOV Aleksandr
S-LAT-SLAV32-009,20920,Dmitry Anatolievich,BELIK,Dmitry Anatolievich BELIK,BELIK Dmitry
S-LAT-SLAV32-010,35399,Anatoly Zhamalovich,BIFOV,Anatoly Zhamalovich BIFOV,BIFOV Anatoly
S-LAT-SLAV32-011,35414,Vladimir Nikolayevich,BLOTSKY,Vladimir Nikolayevich BLOTSKY,BLOTSKY Vladimir
S-LAT-SLAV32-012,45862,Daniil Sergeyevich,BORSHCHEV,Daniil Sergeyevich BORSHCHEV,BORSHCHEV Daniil
S-LAT-SLAV32-013,34577,Denis Aleksandrovich,BORTNIKOV,Denis Aleksandrovich BORTNIKOV,BORTNIKOV Denis
S-LAT-SLAV32-014,37812,Sergey Fateevich,BRILKA,Sergey Fateevich BRILKA,BRILKA Sergey
S-LAT-SLAV32-015,37853,Vasily Yuryevich,BROVKO,Vasily Yuryevich BROVKO,BROVKO Vasily
S-LAT-SLAV32-016,37178,Nikolay Ivanovich,BULAEV,Nikolay Ivanovich BULAEV,BULAEV Nikolay
S-LAT-SLAV32-017,48774,Yaroslav Viktorovich,BULYGIN,Yaroslav Viktorovich BULYGIN,BULYGIN Yaroslav
S-LAT-SLAV32-018,37116,Alexandra Yurevna,BURIKO,Alexandra Yurevna BURIKO,BURIKO Alexandra
S-LAT-SLAV32-019,50272,Gleb Sergeyevich,CHERBOV,Gleb Sergeyevich CHERBOV,CHERBOV Gleb
S-LAT-SLAV32-020,39215,Serhiy Mykolayovych,CHEREVKO,Serhiy Mykolayovych CHEREVKO,CHEREVKO Serhiy
S-LAT-SLAV32-021,50230,Yuri Aleksandrovich,CHIVEL,Yuri Aleksandrovich CHIVEL,CHIVEL Yuri
S-LAT-SLAV32-022,35463,Mikhail Gennadyevich,DELYAGIN,Mikhail Gennadyevich DELYAGIN,DELYAGIN Mikhail
S-LAT-SLAV32-023,51948,Konstantin Ivanovich,DENISOV,Konstantin Ivanovich DENISOV,DENISOV Konstantin
S-LAT-SLAV32-024,45702,Vadim Sergeevich,DOBROV,Vadim Sergeevich DOBROV,DOBROV Vadim
S-LAT-SLAV32-025,31454,Andrey Nikolayevich,DOLGOPOLOV,Andrey Nikolayevich DOLGOPOLOV,DOLGOPOLOV Andrey
S-LAT-SLAV32-026,35610,Nikolay Aleksandrovich,DOLUDA,Nikolay Aleksandrovich DOLUDA,DOLUDA Nikolay
