queryId,groundTruthEntityIds,firstName,lastName,groundTruthFullName,searchPhrase
S-RUS-TRANSL-32-ICAO-001,36763,Oleg Aleksandrovich,ALEKSEEV,Oleg Aleksandrovich ALEKSEEV,Alekseev Oleg
S-RUS-TRANSL-32-ICAO-002,44540,Ina Vladimirovna,ALEKSINA,Ina Vladimirovna ALEKSINA,Aleksina Inna
S-RUS-TRANSL-32-ICAO-003,32745,Alexey Alexandrovich,ALEXANDROV,Alexey Alexandrovich ALEXANDROV,Aleksandrov Aleksei
S-RUS-TRANSL-32-ICAO-004,37844,Tatiana Vladimirovna,ARTYAKOVA,Tatiana Vladimirovna ARTYAKOVA,Artiakova Tatiana
S-RUS-TRANSL-32-ICAO-005,30517,Alyaksandr Vyachaslavavich,ASTREIKA,Alyaksandr Vyachaslavavich ASTREIKA,Ostreiko Aleksandr
S-RUS-TRANSL-32-ICAO-006,50216,Oleg Fedorovich,BARABANOV,Oleg Fedorovich BARABANOV,Barabanov Oleg
S-RUS-TRANSL-32-ICAO-007,42196,Aleksei Vladimirovich,BASHKIROV,Aleksei Vladimirovich BASHKIROV,Bashkirov Aleksei
S-RUS-TRANSL-32-ICAO-008,35226,Aleksandr Dmitrievich,BEGLOV,Aleksandr Dmitrievich BEGLOV,Beglov Aleksandr
S-RUS-TRANSL-32-ICAO-009,20920,Dmitry Anatolievich,BELIK,Dmitry Anatolievich BELIK,Belik Dmitrii
S-RUS-TRANSL-32-ICAO-010,35399,Anatoly Zhamalovich,BIFOV,Anatoly Zhamalovich BIFOV,Bifov Anatolii
S-RUS-TRANSL-32-ICAO-011,35414,Vladimir Nikolayevich,BLOTSKY,Vladimir Nikolayevich BLOTSKY,Blotskii Vladimir
S-RUS-TRANSL-32-ICAO-012,45862,Daniil Sergeyevich,BORSHCHEV,Daniil Sergeyevich BORSHCHEV,Borshchev Daniil
S-RUS-TRANSL-32-ICAO-013,34577,Denis Aleksandrovich,BORTNIKOV,Denis Aleksandrovich BORTNIKOV,Bortnikov Denis
S-RUS-TRANSL-32-ICAO-014,37812,Sergey Fateevich,BRILKA,Sergey Fateevich BRILKA,Brilka Sergei
S-RUS-TRANSL-32-ICAO-015,37853,Vasily Yuryevich,BROVKO,Vasily Yuryevich BROVKO,Brovko Vasilii
