queryId,groundTruthEntityIds,firstName,lastName,groundTruthFullName,searchPhrase
NSS-LAT-SLAV-NB-33-001,null,Anatoliy Fedorovich,ZAYCHENKO,null,ZAYCHENKO Anatoliy Fedorovich
NSS-LAT-SLAV-NB-33-002,null,Larisa Vyacheslavovna,KUZMUK,null,KUZMUK Larisa Vyacheslavovna
NSS-LAT-SLAV-NB-33-003,null,Maksimilian Dmitryevich,BOGDANOV,null,BOGDANOV Maksimilian Dmitryevich
NSS-LAT-SLAV-NB-33-004,null,Yuliana Alekseyevna,SIDORINA,null,SIDORINA Yuliana Alekseyevna
NSS-LAT-SLAV-NB-33-005,null,Dionis Dmitryevich,ORLOVSKIY,null,ORLOVSKIY Dionis Dmitryevich
NSS-LAT-SLAV-NB-33-006,null,Inessa Vladimirovna,MEDVEDEVA,null,MEDVEDEVA Inessa Vladimirovna
NSS-LAT-SLAV-NB-33-007,null,Darina Andreyevna,BORISKINA,null,BORISKINA Darina Andreyevna
NSS-LAT-SLAV-NB-33-008,null,Valentin Gennadyevich,ROMANOV,null,ROMANOV Valentin Gennadyevich
NSS-LAT-SLAV-NB-33-009,null,Leon Gennadyevich,LEBEDEV,null,LEBEDEV Leon Gennadyevich
NSS-LAT-SLAV-NB-33-010,null,Oles Vyacheslavovich,SOLOVEV,null,SOLOVEV Oles Vyacheslavovich
NSS-LAT-SLAV-NB-33-011,null,Artemiy Petrovich,SOROKIN,null,SOROKIN Artemiy Petrovich
NSS-LAT-SLAV-NB-33-012,null,Vyacheslav Mikhailovich,ZAKHARENKO,null,ZAKHARENKO Vyacheslav Mikhailovich
NSS-LAT-SLAV-NB-33-013,null,Nikolay Gennadyevich,MOROZKO,null,MOROZKO Nikolay Gennadyevich
NSS-LAT-SLAV-NB-33-014,null,Leontiy Leonidovich,MEDVEDSKIY,null,MEDVEDSKIY Leontiy Leonidovich
NSS-LAT-SLAV-NB-33-015,null,Yelizaveta Nikolayevna,KOMARITSKIY,null,KOMARITSKIY Yelizaveta Nikolayevna
NSS-LAT-SLAV-NB-33-016,null,Antonina Pavlovna,GRIGORCHUK,null,GRIGORCHUK Antonina Pavlovna
NSS-LAT-SLAV-NB-33-017,null,Valentina Romanovna,KOMARCHUK,null,KOMARCHUK Valentina Romanovna
NSS-LAT-SLAV-NB-33-018,null,Selivan Andreyevich,MEDVEDEV,null,MEDVEDEV Selivan Andreyevich
NSS-LAT-SLAV-NB-33-019,null,Sevastyan Semenovich,ZAKHAROV,null,ZAKHAROV Sevastyan Semenovich
NSS-LAT-SLAV-NB-33-020,null,Ulyana Vladimirovna,KOMAROVA,null,KOMAROVA Ulyana Vladimirovna
NSS-LAT-SLAV-NB-33-021,null,Taisa Semenovna,ANDRYUSHCHENKO,null,ANDRYUSHCHENKO Taisa Semenovna
NSS-LAT-SLAV-NB-33-022,null,Dionis Konstantinovich,POLYACHENKO,null,POLYACHENKO Dionis Konstantinovich
NSS-LAT-SLAV-NB-33-023,null,Nonna Igorevna,KARPOVA,null,KARPOVA Nonna Igorevna
NSS-LAT-SLAV-NB-33-024,null,Petr Nikolayevich,ORLIKOV,null,ORLIKOV Petr Nikolayevich
NSS-LAT-SLAV-NB-33-025,null,Rostislav Sergeyevich,ZAKHARKIN,null,ZAKHARKIN Rostislav Sergeyevich
NSS-LAT-SLAV-NB-33-026,null,Snezhana Pavlovna,LEBEDEVA,null,LEBEDEVA Snezhana Pavlovna
NSS-LAT-SLAV-NB-33-027,null,Viola Vladimirovna,LEBEDINSKAYA,null,LEBEDINSKAYA Viola Vladimirovna
NSS-LAT-SLAV-NB-33-028,null,Maksimilian Vyacheslavovich,POLYAKOV,null,POLYAKOV Maksimilian Vyacheslavovich
NSS-LAT-SLAV-NB-33-029,null,Timur Alekseyevich,MIKHAYLOV,null,MIKHAYLOV Timur Alekseyevich
NSS-LAT-SLAV-NB-33-030,null,Mikhail Romanovich,POLYANICHKO,null,POLYANICHKO Mikhail Romanovich
NSS-LAT-SLAV-NB-33-031,null,Dionis Fedorovich,SIDOROV,null,SIDOROV Dionis Fedorovich
NSS-LAT-SLAV-NB-33-032,null,Nikon Igorevich,KARPIN,null,KARPIN Nikon Igorevich
NSS-LAT-SLAV-NB-33-033,null,Arkadiy Alekseyevich,POLYANSKIY,null,POLYANSKIY Arkadiy Alekseyevich
NSS-LAT-SLAV-NB-33-034,null,Lyudmila Leonidovna,BELYAKOVA,null,BELYAKOVA Lyudmila Leonidovna
NSS-LAT-SLAV-NB-33-035,null,Ruslan Mikhailovich,KUZMUK,null,KUZMUK Ruslan Mikhailovich
NSS-LAT-SLAV-NB-33-036,null,Vyacheslav Viktorovich,POLYANIN,null,POLYANIN Vyacheslav Viktorovich
NSS-LAT-SLAV-NB-33-037,null,Anfisa Yuryevna,POLYACHENKO,null,POLYACHENKO Anfisa Yuryevna
NSS-LAT-SLAV-NB-33-038,null,Yulian Andreyevich,ANTONYUK,null,ANTONYUK Yulian Andreyevich
NSS-LAT-SLAV-NB-33-039,null,Leontiy Pavlovich,KARPIN,null,KARPIN Leontiy Pavlovich
NSS-LAT-SLAV-NB-33-040,null,Sergey Yuryevich,SOKOL,null,SOKOL Sergey Yuryevich
