queryId,groundTruthEntityIds,firstName,lastName,groundTruthFullName,searchPhrase
S-RUS-TRANSL-32-FRENCH-001,36763,Oleg Aleksandrovich,ALEKSEEV,Oleg Aleksandrovich ALEKSEEV,Alekseiev Oleg
S-RUS-TRANSL-32-FRENCH-002,44540,Ina Vladimirovna,ALEKSINA,Ina Vladimirovna ALEKSINA,Aleksina Inna
S-RUS-TRANSL-32-FRENCH-003,32745,Alexey Alexandrovich,ALEXANDROV,Alexey Alexandrovich ALEXANDROV,Aleksandrov Aleksei
S-RUS-TRANSL-32-FRENCH-004,37844,Tatiana Vladimirovna,ARTYAKOVA,Tatiana Vladimirovna ARTYAKOVA,Artiakova Tatiana
S-RUS-TRANSL-32-FRENCH-005,30517,Alyaksandr Vyachaslavavich,ASTREIKA,Alyaksandr Vyachaslavavich ASTREIKA,Ostreiko Aleksandr
S-RUS-TRANSL-32-FRENCH-006,50216,Oleg Fedorovich,BARABANOV,Oleg Fedorovich BARABANOV,Barabanov Oleg
S-RUS-TRANSL-32-FRENCH-007,42196,Aleksei Vladimirovich,BASHKIROV,Aleksei Vladimirovich BASHKIROV,Bachkirov Aleksei
S-RUS-TRANSL-32-FRENCH-008,35226,Aleksandr Dmitrievich,BEGLOV,Aleksandr Dmitrievich BEGLOV,Beglov Aleksandr
S-RUS-TRANSL-32-FRENCH-009,20920,Dmitry Anatolievich,BELIK,Dmitry Anatolievich BELIK,Belik Dmitri
S-RUS-TRANSL-32-FRENCH-010,35399,Anatoly Zhamalovich,BIFOV,Anatoly Zhamalovich BIFOV,Bifov Anatoli
S-RUS-TRANSL-32-FRENCH-011,35414,Vladimir Nikolayevich,BLOTSKY,Vladimir Nikolayevich BLOTSKY,Blotski Vladimir
S-RUS-TRANSL-32-FRENCH-012,45862,Daniil Sergeyevich,BORSHCHEV,Daniil Sergeyevich BORSHCHEV,Borchtchiov Daniil
S-RUS-TRANSL-32-FRENCH-013,34577,Denis Aleksandrovich,BORTNIKOV,Denis Aleksandrovich BORTNIKOV,Bortnikov Denis
S-RUS-TRANSL-32-FRENCH-014,37812,Sergey Fateevich,BRILKA,Sergey Fateevich BRILKA,Brilka Serguei
S-RUS-TRANSL-32-FRENCH-015,37853,Vasily Yuryevich,BROVKO,Vasily Yuryevich BROVKO,Brovko Vasili
S-RUS-TRANSL-32-FRENCH-016,37178,Nikolay Ivanovich,BULAEV,Nikolay Ivanovich BULAEV,Boulaiev Nikolai
S-RUS-TRANSL-32-FRENCH-017,48774,Yaroslav Viktorovich,BULYGIN,Yaroslav Viktorovich BULYGIN,Boulyguin Iaroslav
S-RUS-TRANSL-32-FRENCH-018,37116,Alexandra Yurevna,BURIKO,Alexandra Yurevna BURIKO,Bouriko Aleksandra
S-RUS-TRANSL-32-FRENCH-019,50272,Gleb Sergeyevich,CHERBOV,Gleb Sergeyevich CHERBOV,Tcherbov Gleb
S-RUS-TRANSL-32-FRENCH-020,39215,Serhiy Mykolayovych,CHEREVKO,Serhiy Mykolayovych CHEREVKO,Tcherevko Serguei
S-RUS-TRANSL-32-FRENCH-021,50230,Yuri Aleksandrovich,CHIVEL,Yuri Aleksandrovich CHIVEL,Tchivel Iouri
S-RUS-TRANSL-32-FRENCH-022,35463,Mikhail Gennadyevich,DELYAGIN,Mikhail Gennadyevich DELYAGIN,Deliaguin Mikhail
S-RUS-TRANSL-32-FRENCH-023,51948,Konstantin Ivanovich,DENISOV,Konstantin Ivanovich DENISOV,Denisov Konstantin
S-RUS-TRANSL-32-FRENCH-024,45702,Vadim Sergeevich,DOBROV,Vadim Sergeevich DOBROV,Dobrov Vadim
S-RUS-TRANSL-32-FRENCH-025,31454,Andrey Nikolayevich,DOLGOPOLOV,Andrey Nikolayevich DOLGOPOLOV,Dolgopolov Andrei
S-RUS-TRANSL-32-FRENCH-026,35610,Nikolay Aleksandrovich,DOLUDA,Nikolay Aleksandrovich DOLUDA,Dolouda Nikolai
S-RUS-TRANSL-32-FRENCH-027,35013,Viacheslav Yuryevich,DUBROVINSKIY,Viacheslav Yuryevich DUBROVINSKIY,Doubrovinski Viatcheslav
S-RUS-TRANSL-32-FRENCH-028,51852,Aleksandr Valeryevich,DYUKOV,Aleksandr Valeryevich DYUKOV,Dioukov Aleksandr
S-RUS-TRANSL-32-FRENCH-029,50404,Aleksandr Sergeyevich,ERSHOV,Aleksandr Sergeyevich ERSHOV,Ierchov Aleksandr
S-RUS-TRANSL-32-FRENCH-030,35501,Oksana Nikolayevna,FADINA,Oksana Nikolayevna FADINA,Fadina Oksana
S-RUS-TRANSL-32-FRENCH-031,34658,Petr Mikhailovich,FRADKOV,Petr Mikhailovich FRADKOV,Fradkov Piotr
S-RUS-TRANSL-32-FRENCH-032,37003,Anatolii Anatolyevich,GAVRILENKO,Anatolii Anatolyevich GAVRILENKO,Gavrilenko Anatoli
S-RUS-TRANSL-32-FRENCH-033,48767,Andrei Viktorovich,GAVRYUCHENKOV,Andrei Viktorovich GAVRYUCHENKOV,Gavrioutchenkov Andrei
S-RUS-TRANSL-32-FRENCH-034,36793,Lyubov Nikolayevna,GLEBOVA,Lyubov Nikolayevna GLEBOVA,Glebova Lioubov
S-RUS-TRANSL-32-FRENCH-035,38078,Leonid Mikhailovich,GONIN,Leonid Mikhailovich GONIN,Gonin Leonid
S-RUS-TRANSL-32-FRENCH-036,36792,Dmitry Yuryevich,GORITSKY,Dmitry Yuryevich GORITSKY,Goritski Dmitri
S-RUS-TRANSL-32-FRENCH-037,35603,Andrey Viktorovich,GURULEV,Andrey Viktorovich GURULEV,Gouroulev Andrei
S-RUS-TRANSL-32-FRENCH-038,36786,Denis Vladimirovich,GUSEV,Denis Vladimirovich GUSEV,Gousev Denis
S-RUS-TRANSL-32-FRENCH-039,9761,Viktar Hryhoryavich,HALAVANAU,Viktar Hryhoryavich HALAVANAU,Golovanov Viktor
S-RUS-TRANSL-32-FRENCH-040,36798,Vasily Nikolayevich,IKONNIKOV,Vasily Nikolayevich IKONNIKOV,Ikonnikov Vasili
S-RUS-TRANSL-32-FRENCH-041,35630,Andrey Konstantinovich,ISAEV,Andrey Konstantinovich ISAEV,Isaiev Andrei
S-RUS-TRANSL-32-FRENCH-042,35620,Oleg Ivanovich,IVANINSKIY,Oleg Ivanovich IVANINSKIY,Ivaninski Oleg
S-RUS-TRANSL-32-FRENCH-043,41439,Valery Valerievich,IVANKOVICH,Valery Valerievich IVANKOVICH,Ivankovitch Valeri
S-RUS-TRANSL-32-FRENCH-044,22411,Petr Grigorievich,JAROSH,Petr Grigorievich JAROSH,Iaroch Piotr
S-RUS-TRANSL-32-FRENCH-045,31950,Natallia Ivanauna,KACHANAVA,Natallia Ivanauna KACHANAVA,Katchanova Natalia
S-RUS-TRANSL-32-FRENCH-046,36996,Denis Valentinovich,KAMYSHEV,Denis Valentinovich KAMYSHEV,Kamychev Denis
S-RUS-TRANSL-32-FRENCH-047,35639,Igor Yuryevich,KASTYUKEVICH,Igor Yuryevich KASTYUKEVICH,Kastioukevitch Igor
