queryId,groundTruthEntityIds,firstName,lastName,groundTruthFullName,searchPhrase
NS-LAT-SLAV-32-001,null,Sevastyan Nazarovich,KHRUSHCHANIN,null,KHRUSHCHANIN Sevastyan
NS-LAT-SLAV-32-002,null,Nazar Gavrilovich,KHLUDEYEV,null,KHLUDEYEV Nazar
NS-LAT-SLAV-32-003,null,Lampiya Mitrofanovna,VAKHRUSHEVA,null,VAKHRUSHEVA Lampiya
NS-LAT-SLAV-32-004,null,Khariton Adrianovich,SHANDYBIN,null,SHANDYBIN Khariton
NS-LAT-SLAV-32-005,null,Iraida Yeremeyevna,LYZLOVA,null,LYZLOVA Iraida
NS-LAT-SLAV-32-006,null,Aksinya Kiryanovna,KHLYZOVA,null,KHLYZOVA Aksinya
NS-LAT-SLAV-32-007,null,Khristina Dementyevna,TULUPOVA,null,TULUPOVA Khristina
NS-LAT-SLAV-32-008,null,Feodosiy Fotyevich,YAUNZEM,null,YAUNZEM Feodosiy
NS-LAT-SLAV-32-009,null,Innokentiy Yeliseyevich,ZAKUDRYAYEV,null,ZAKUDRYAYEV Innokentiy
NS-LAT-SLAV-32-010,null,Aksinya Samsonovna,ZYUZINA,null,ZYUZINA Aksinya
NS-LAT-SLAV-32-011,null,Klavdiya Zosimichna,OGRYZKOVA,null,OGRYZKOVA Klavdiya
NS-LAT-SLAV-32-012,null,Longin Avksentyevich,BALAKIREV,null,BALAKIREV Longin
NS-LAT-SLAV-32-013,null,Khariton Arkhipovich,GUZHEVNIKOV,null,GUZHEVNIKOV Khariton
NS-LAT-SLAV-32-014,null,Gayana Parfenovna,URUSOVA,null,URUSOVA Gayana
NS-LAT-SLAV-32-015,null,Kharitina Prokopovna,CHUBAROVA,null,CHUBAROVA Kharitina
NS-LAT-SLAV-32-016,null,Nestor Kharitonovich,FITINGOF,null,FITINGOF Nestor
NS-LAT-SLAV-32-017,null,Yevpraksiya Vlasovna,TETERKINA,null,TETERKINA Yevpraksiya
NS-LAT-SLAV-32-018,null,Nikodim Prokopovich,SHISHKAREV,null,SHISHKAREV Nikodim
NS-LAT-SLAV-32-019,null,Yepistim Makarovich,OBLOMEYEV,null,OBLOMEYEV Yepistim
NS-LAT-SLAV-32-020,null,Savva Fomich,ZHELTIKOV,null,ZHELTIKOV Savva
NS-LAT-SLAV-32-021,null,Vlas Tarasovich,SHCHAPOV,null,SHCHAPOV Vlas
NS-LAT-SLAV-32-022,null,Anfisa Nazarovna,DROBYSHEVA,null,DROBYSHEVA Anfisa
NS-LAT-SLAV-32-023,null,Illarion Sevastyanovich,SMETANIN,null,SMETANIN Illarion
NS-LAT-SLAV-32-024,null,Yevfrosiniya Yakovlevna,MYAKISHEVA,null,MYAKISHEVA Yevfrosiniya
NS-LAT-SLAV-32-025,null,Kapiton Avvakumovich,SHCHETINKIN,null,SHCHETINKIN Kapiton
NS-LAT-SLAV-32-026,null,Varlaam Orestovich,PODOPRIGORA,null,PODOPRIGORA Varlaam
NS-LAT-SLAV-32-027,null,Kaleriya Sidorovna,VYUNOVA,null,VYUNOVA Kaleriya
NS-LAT-SLAV-32-028,null,Onufriy Trofimovich,KORYTOV,null,KORYTOV Onufriy
NS-LAT-SLAV-32-029,null,Vlas Prokopovich,ZHBANKOV,null,ZHBANKOV Vlas
NS-LAT-SLAV-32-030,null,Sevastyan Gordeyevich,MESHCHERYAKOV,null,MESHCHERYAKOV Sevastyan
NS-LAT-SLAV-32-031,null,Innokentiy Kharitonovich,NAGIBIN,null,NAGIBIN Innokentiy
NS-LAT-SLAV-32-032,null,Yermolay Fomich,SHASTUNOV,null,SHASTUNOV Yermolay
NS-LAT-SLAV-32-033,null,Pelageya Feofanovna,LOSKUTOVA,null,LOSKUTOVA Pelageya
NS-LAT-SLAV-32-034,null,Serafim Vlasovich,SHCHERBANYUK,null,SHCHERBANYUK Serafim
NS-LAT-SLAV-32-035,null,Avksentiy Trofimovich,MUKHOMOROV,null,MUKHOMOROV Avksentiy
NS-LAT-SLAV-32-036,null,Prokop Kondratovich,ZHMYKHOV,null,ZHMYKHOV Prokop
NS-LAT-SLAV-32-037,null,Yuliana Zosimichna,OVSYANNIKOVA,null,OVSYANNIKOVA Yuliana
NS-LAT-SLAV-32-038,null,Drosida Ignatovna,NAGIBINA,null,NAGIBINA Drosida
NS-LAT-SLAV-32-039,null,Yefim Lukich,RESHETILO,null,RESHETILO Yefim
NS-LAT-SLAV-32-040,null,Tikhon Davydovich,VZDORNOV,null,VZDORNOV Tikhon
NS-LAT-SLAV-32-041,null,Yermolay Ustinovich,ZHULEV,null,ZHULEV Yermolay
NS-LAT-SLAV-32-042,null,Gordey Avksentyevich,TVOROGOV,null,TVOROGOV Gordey
NS-LAT-SLAV-32-043,null,Gavriil Demyanovich,SHCHEGLOV,null,SHCHEGLOV Gavriil
NS-LAT-SLAV-32-044,null,Klavdiya Nestorovna,KHVOSHCHEVA,null,KHVOSHCHEVA Klavdiya
NS-LAT-SLAV-32-045,null,Gavriil Arkhipovich,SHEPTUNOV,null,SHEPTUNOV Gavriil
NS-LAT-SLAV-32-046,null,Pamfil Kiryanovich,TSAPLIN,null,TSAPLIN Pamfil
NS-LAT-SLAV-32-047,null,Varlaam Filaretovich,YAGUZHINSKIY,null,YAGUZHINSKIY Varlaam
NS-LAT-SLAV-32-048,null,Kassian Parfenovich,SHCHUKAREV,null,SHCHUKAREV Kassian
NS-LAT-SLAV-32-049,null,Zakhar Sevastyanovich,MYAKISHEV,null,MYAKISHEV Zakhar
NS-LAT-SLAV-32-050,null,Gayana Yefimovna,KARASEVA,null,KARASEVA Gayana
NS-LAT-SLAV-32-051,null,Miron Makarovich,SHIBANOV,null,SHIBANOV Miron
NS-LAT-SLAV-32-052,null,Glikeriya Trofimovna,TSAPLINA,null,TSAPLINA Glikeriya
NS-LAT-SLAV-32-053,null,Varvara Kharitonovna,ZHELUDKOVA,null,ZHELUDKOVA Varvara
NS-LAT-SLAV-32-054,null,Ustin Parfenovich,KHOMUTININ,null,KHOMUTININ Ustin
NS-LAT-SLAV-32-055,null,Sidor Mironovich,KARASEV,null,KARASEV Sidor
NS-LAT-SLAV-32-056,null,Lukerya Mitrofanovna,ZHERDEVA,null,ZHERDEVA Lukerya
NS-LAT-SLAV-32-057,null,Marfa Orestovna,SVERBEYEVA,null,SVERBEYEVA Marfa
NS-LAT-SLAV-32-058,null,Frol Filaretovich,RASTOPCHIN,null,RASTOPCHIN Frol
NS-LAT-SLAV-32-059,null,Iustina Zakharovna,USANOVA,null,USANOVA Iustina
NS-LAT-SLAV-32-060,null,Onufriy Trofimovich,ZHERDEV,null,ZHERDEV Onufriy
NS-LAT-SLAV-32-061,null,Zoya Avksentyevna,LUKOYANOVA,null,LUKOYANOVA Zoya
NS-LAT-SLAV-32-062,null,Kiryan Tarasovich,BRYUZGIN,null,BRYUZGIN Kiryan
NS-LAT-SLAV-32-063,null,Melaniya Terentyevna,ZYBINA,null,ZYBINA Melaniya
NS-LAT-SLAV-32-064,null,Apollinariya Kharitonovna,CHESNOKOVA,null,CHESNOKOVA Apollinariya
NS-LAT-SLAV-32-065,null,Praskovya Kondratovna,CHEREMUKHINA,null,CHEREMUKHINA Praskovya
NS-LAT-SLAV-32-066,null,Demyan Varlaamovich,KHRULEV,null,KHRULEV Demyan
NS-LAT-SLAV-32-067,null,Yermolay Leontyevich,MENSHAGIN,null,MENSHAGIN Yermolay
NS-LAT-SLAV-32-068,null,Demyan Samsonovich,TSAREGORODTSEV,null,TSAREGORODTSEV Demyan
NS-LAT-SLAV-32-069,null,Pelageya Trofimovna,SHCHAPOVA,null,SHCHAPOVA Pelageya
NS-LAT-SLAV-32-070,null,Gelasiy Fotyevich,OVSYANNIKOV,null,OVSYANNIKOV Gelasiy
NS-LAT-SLAV-32-071,null,Samson Parfenovich,KHVOSHCHEV,null,KHVOSHCHEV Samson
NS-LAT-SLAV-32-072,null,Yuliana Germogenovna,CHEBYKINA,null,CHEBYKINA Yuliana
NS-LAT-SLAV-32-073,null,Feofan Yefimovich,KOKOSHKIN,null,KOKOSHKIN Feofan
NS-LAT-SLAV-32-074,null,Serafima Feofanovna,RASTOPCHINA,null,RASTOPCHINA Serafima
NS-LAT-SLAV-32-075,null,Markel Mitrofanovich,RUKAVISHNIKOV,null,RUKAVISHNIKOV Markel
NS-LAT-SLAV-32-076,null,Matrena Trofimovna,ZHURBENKO,null,ZHURBENKO Matrena
NS-LAT-SLAV-32-077,null,Pulkheriya Sevastyanovna,ZHMYKHOVA,null,ZHMYKHOVA Pulkheriya
NS-LAT-SLAV-32-078,null,Illarion Mironovich,VAKHRUSHEV,null,VAKHRUSHEV Illarion
NS-LAT-SLAV-32-079,null,Vassa Avksentyevna,BRYUZGINA,null,BRYUZGINA Vassa
NS-LAT-SLAV-32-080,null,Minodora Kondratovna,CHALDONOVA,null,CHALDONOVA Minodora
NS-LAT-SLAV-32-081,null,Anisim Trofimovich,LYZLOV,null,LYZLOV Anisim
NS-LAT-SLAV-32-082,null,Yermolay Samsonovich,URUSOV,null,URUSOV Yermolay
NS-LAT-SLAV-32-083,null,Gavriil Lukich,ZHURBENKO,null,ZHURBENKO Gavriil
NS-LAT-SLAV-32-084,null,Sevastyan Panteleyevich,SHCHERBAKOV,null,SHCHERBAKOV Sevastyan
NS-LAT-SLAV-32-085,null,Trifon Nazarovich,KHABIBULLOV,null,KHABIBULLOV Trifon
NS-LAT-SLAV-32-086,null,Ostap Sevastyanovich,PERESVETOV,null,PERESVETOV Ostap
NS-LAT-SLAV-32-087,null,Longin Arkhipovich,MZHELSKIY,null,MZHELSKIY Longin
NS-LAT-SLAV-32-088,null,Guriy Germogenovich,TETERKIN,null,TETERKIN Guriy
NS-LAT-SLAV-32-089,null,Gavriil Leontyevich,ZYBIN,null,ZYBIN Gavriil
NS-LAT-SLAV-32-090,null,Yemelyan Davydovich,YUDASHKIN,null,YUDASHKIN Yemelyan
NS-LAT-SLAV-32-091,null,Vlas Kharitonovich,ZYUZIN,null,ZYUZIN Vlas
NS-LAT-SLAV-32-092,null,Drosida Dementyevna,KHORKOVA,null,KHORKOVA Drosida
NS-LAT-SLAV-32-093,null,Gelasiy Nazarovich,FOFANOV,null,FOFANOV Gelasiy
NS-LAT-SLAV-32-094,null,Samson Germogenovich,UKHTOMSKIY,null,UKHTOMSKIY Samson
NS-LAT-SLAV-32-095,null,Anisim Agafonovich,SVERBEYEV,null,SVERBEYEV Anisim
NS-LAT-SLAV-32-096,null,Melaniya Prokopovna,KORYTOVA,null,KORYTOVA Melaniya
