queryId,groundTruthEntityIds,firstName,lastName,groundTruthFullName,searchPhrase
NSS-LAT-SLAV-33-001,null,Semen Mikhailovich,BIRYUKOV,null,BIRYUKOV Semen Mikhailovich
NSS-LAT-SLAV-33-002,null,Petr Stepanovich,GROMOV,null,GROMOV Petr Stepanovich
NSS-LAT-SLAV-33-003,null,Valentina Yuryevna,FROLOVA,null,FROLOVA Valentina Yuryevna
NSS-LAT-SLAV-33-004,null,Marina Olegovna,LUKINA,null,LUKINA Marina Olegovna
NSS-LAT-SLAV-33-005,null,Vadim Viktorovich,BIRYUKOV,null,BIRYUKOV Vadim Viktorovich
NSS-LAT-SLAV-33-006,null,Vyacheslav Anatolyevich,LAZAREV,null,LAZAREV Vyacheslav Anatolyevich
NSS-LAT-SLAV-33-007,null,Ilya Ivanovich,BORISOV,null,BORISOV Ilya Ivanovich
NSS-LAT-SLAV-33-008,null,Irina Gennadyevna,NAZAROVA,null,NAZAROVA Irina Gennadyevna
NSS-LAT-SLAV-33-009,null,Dmitriy Stepanovich,KOMAROV,null,KOMAROV Dmitriy Stepanovich
NSS-LAT-SLAV-33-010,null,Ilya Dmitryevich,DAVYDOV,null,DAVYDOV Ilya Dmitryevich
NSS-LAT-SLAV-33-011,null,Polina Igorevna,STEPANOVA,null,STEPANOVA Polina Igorevna
NSS-LAT-SLAV-33-012,null,Pavel Igorevich,KOVALEV,null,KOVALEV Pavel Igorevich
NSS-LAT-SLAV-33-013,null,Valentin Viktorovich,MAKSIMOV,null,MAKSIMOV Valentin Viktorovich
NSS-LAT-SLAV-33-014,null,Mariya Viktorovna,KOMAROVA,null,KOMAROVA Mariya Viktorovna
NSS-LAT-SLAV-33-015,null,Andrey Grigoryevich,GRIGORYEV,null,GRIGORYEV Andrey Grigoryevich
NSS-LAT-SLAV-33-016,null,Valeriy Stepanovich,KULIKOV,null,KULIKOV Valeriy Stepanovich
NSS-LAT-SLAV-33-017,null,Nadezhda Borisovna,LAZAREVA,null,LAZAREVA Nadezhda Borisovna
NSS-LAT-SLAV-33-018,null,Ruslan Stepanovich,NAZAROV,null,NAZAROV Ruslan Stepanovich
NSS-LAT-SLAV-33-019,null,Kirill Vladimirovich,MATVEYEV,null,MATVEYEV Kirill Vladimirovich
NSS-LAT-SLAV-33-020,null,Ruslan Fedorovich,KRYLOV,null,KRYLOV Ruslan Fedorovich
NSS-LAT-SLAV-33-021,null,Vera Borisovna,FROLOVA,null,FROLOVA Vera Borisovna
NSS-LAT-SLAV-33-022,null,Ilya Grigoryevich,LAZAREV,null,LAZAREV Ilya Grigoryevich
