queryId,groundTruthEntityIds,firstName,lastName,groundTruthFullName,searchPhrase
S-RUS-UKR-TRANSL-OFFICIAL-33-001,36763,Oleg Aleksandrovich,ALEKSEEV,Oleg Aleksandrovich ALEKSEEV,Alieksieiev Oleh Oleksandrovych
S-RUS-UKR-TRANSL-OFFICIAL-33-002,44540,Ina Vladimirovna,ALEKSINA,Ina Vladimirovna ALEKSINA,Alieksina Inna Volodymyrivna
S-RUS-UKR-TRANSL-OFFICIAL-33-003,32745,Alexey Alexandrovich,ALEXANDROV,Alexey Alexandrovich ALEXANDROV,Aleksandrov Oleksii Oleksandrovych
S-RUS-UKR-TRANSL-OFFICIAL-33-004,37844,Tatiana Vladimirovna,ARTYAKOVA,Tatiana Vladimirovna ARTYAKOVA,Artiakova Tetiana Volodymyrivna
S-RUS-UKR-TRANSL-OFFICIAL-33-005,30517,Alyaksandr Vyachaslavavich,ASTREIKA,Alyaksandr Vyachaslavavich ASTREIKA,Astreika Oleksandr Viachaslavavich
S-RUS-UKR-TRANSL-OFFICIAL-33-006,50216,Oleg Fedorovich,BARABANOV,Oleg Fedorovich BARABANOV,Barabanov Oleh Fedorovych
S-RUS-UKR-TRANSL-OFFICIAL-33-007,42196,Aleksei Vladimirovich,BASHKIROV,Aleksei Vladimirovich BASHKIROV,Bashkirov Oleksii Volodymyrovych
S-RUS-UKR-TRANSL-OFFICIAL-33-008,35226,Aleksandr Dmitrievich,BEGLOV,Aleksandr Dmitrievich BEGLOV,Biehlov Oleksandr Dmytrovych
S-RUS-UKR-TRANSL-OFFICIAL-33-009,20920,Dmitry Anatolievich,BELIK,Dmitry Anatolievich BELIK,Bilyk Dmytro Anatoliiovych
S-RUS-UKR-TRANSL-OFFICIAL-33-010,35399,Anatoly Zhamalovich,BIFOV,Anatoly Zhamalovich BIFOV,Bifov Anatolii Zhamalovych
S-RUS-UKR-TRANSL-OFFICIAL-33-011,35414,Vladimir Nikolayevich,BLOTSKY,Vladimir Nikolayevich BLOTSKY,Blotskyi Volodymyr Mykolaiovych
S-RUS-UKR-TRANSL-OFFICIAL-33-012,45862,Daniil Sergeyevich,BORSHCHEV,Daniil Sergeyevich BORSHCHEV,Borshchov Danylo Serhiiovych
S-RUS-UKR-TRANSL-OFFICIAL-33-013,34577,Denis Aleksandrovich,BORTNIKOV,Denis Aleksandrovich BORTNIKOV,Bortnikov Denys Oleksandrovych
S-RUS-UKR-TRANSL-OFFICIAL-33-014,37812,Sergey Fateevich,BRILKA,Sergey Fateevich BRILKA,Brylka Serhii Fatiiovych
S-RUS-UKR-TRANSL-OFFICIAL-33-015,37853,Vasily Yuryevich,BROVKO,Vasily Yuryevich BROVKO,Brovko Vasyl Yuriiovych
S-RUS-UKR-TRANSL-OFFICIAL-33-016,37178,Nikolay Ivanovich,BULAEV,Nikolay Ivanovich BULAEV,Bulaiev Mykola Ivanovych
S-RUS-UKR-TRANSL-OFFICIAL-33-017,48774,Yaroslav Viktorovich,BULYGIN,Yaroslav Viktorovich BULYGIN,Bulyhin Yaroslav Viktorovych
S-RUS-UKR-TRANSL-OFFICIAL-33-018,37116,Alexandra Yurevna,BURIKO,Alexandra Yurevna BURIKO,Buryko Oleksandra Yuriivna
S-RUS-UKR-TRANSL-OFFICIAL-33-019,50272,Gleb Sergeyevich,CHERBOV,Gleb Sergeyevich CHERBOV,Cherbov Hlib Serhiiovych
S-RUS-UKR-TRANSL-OFFICIAL-33-020,39215,Serhiy Mykolayovych,CHEREVKO,Serhiy Mykolayovych CHEREVKO,Cherevko Serhii Mykolaiovych
S-RUS-UKR-TRANSL-OFFICIAL-33-021,50230,Yuri Aleksandrovich,CHIVEL,Yuri Aleksandrovich CHIVEL,Chyvel Yurii Oleksandrovych
S-RUS-UKR-TRANSL-OFFICIAL-33-022,35463,Mikhail Gennadyevich,DELYAGIN,Mikhail Gennadyevich DELYAGIN,Deliahin Mykhailo Hennadiiovych
S-RUS-UKR-TRANSL-OFFICIAL-33-023,51948,Konstantin Ivanovich,DENISOV,Konstantin Ivanovich DENISOV,Denysov Kostiantyn Ivanovych
S-RUS-UKR-TRANSL-OFFICIAL-33-024,45702,Vadim Sergeevich,DOBROV,Vadim Sergeevich DOBROV,Dobrov Vadym Serhiiovych
S-RUS-UKR-TRANSL-OFFICIAL-33-025,31454,Andrey Nikolayevich,DOLGOPOLOV,Andrey Nikolayevich DOLGOPOLOV,Dovhopolov Andrii Mykolaiovych
S-RUS-UKR-TRANSL-OFFICIAL-33-026,35610,Nikolay Aleksandrovich,DOLUDA,Nikolay Aleksandrovich DOLUDA,Doluda Mykola Oleksandrovych
